year,month,date,mean_temp,max_temp
2024,06,2024-06-22,12.7,14.8
2024,06,2024-06-23,15.3,19.6
2024,06,2024-06-24,15.9,23.9
2024,06,2024-06-25,17.9,25.7
2024,06,2024-06-26,17.4,25.8
2024,06,2024-06-27,17.6,26.1
2024,06,2024-06-28,18.8,26.2
2024,06,2024-06-29,18.9,26.2
2024,06,2024-06-30,17.9,21.6
2024,07,2024-07-01,NA,NA
2024,07,2024-07-02,13.1,18.1
2024,07,2024-07-03,16.2,21.5
2024,07,2024-07-04,15,19.6
2024,07,2024-07-05,15.1,20.7
2024,07,2024-07-06,15.5,21.7
2024,07,2024-07-07,16.2,24.7
2024,07,2024-07-08,18.2,25.7
2024,07,2024-07-09,18.9,24.7
2024,07,2024-07-10,14.5,18.3
2024,07,2024-07-11,14.2,20.7
2024,07,2024-07-12,14.1,17.9
2024,07,2024-07-13,12.2,16.8
2024,07,2024-07-14,14,17
2024,07,2024-07-15,16.1,18.8
2024,07,2024-07-16,13.8,18.4
2024,07,2024-07-17,12.3,14.7
2024,07,2024-07-18,13.1,22
2024,07,2024-07-19,12.1,18.2
2024,07,2024-07-20,17.6,25.4
2024,07,2024-07-21,20.8,29.5
2024,07,2024-07-22,18.2,23.2
2024,07,2024-07-23,17.3,21.3
2024,07,2024-07-24,19,24.7
2024,07,2024-07-25,15.4,18
2024,07,2024-07-26,15.5,21.3
2024,07,2024-07-27,14.9,18.4
2024,07,2024-07-28,12.7,19.6
2024,07,2024-07-29,12.5,18.9
2024,07,2024-07-30,15.7,20.3
2024,07,2024-07-31,11.2,13.8
2024,08,2024-08-01,13.2,18.4
2024,08,2024-08-02,11.6,17.4
2024,08,2024-08-03,13.5,18.9
2024,08,2024-08-04,15,23.6
2024,08,2024-08-05,16.7,26.5
2024,08,2024-08-06,19.4,28.4
2024,08,2024-08-07,21.3,28.6
2024,08,2024-08-08,21.4,28.8
2024,08,2024-08-09,NA,NA
2024,08,2024-08-10,18.7,24.4
2024,08,2024-08-11,14.2,16.7
2024,08,2024-08-12,15.4,20.1
2024,08,2024-08-13,11.5,15.2
2024,08,2024-08-14,8.6,10.7
2024,08,2024-08-15,12.7,19.2
2024,08,2024-08-16,15.5,22.7
2024,08,2024-08-17,15.5,23.5
2024,08,2024-08-18,18,27.5
2024,08,2024-08-19,20,26
2024,08,2024-08-20,11.8,15.8
2024,08,2024-08-21,9.5,18.2
2024,08,2024-08-22,10.9,13.6
2024,08,2024-08-23,10.9,14.4
2024,08,2024-08-24,9.9,13.9
2024,08,2024-08-25,10.9,14.4
2024,08,2024-08-26,10.2,14.6
2024,08,2024-08-27,10.6,16.5
2024,08,2024-08-28,12.5,16.3
2024,08,2024-08-29,9.6,13.1
2024,08,2024-08-30,11,15.8
2024,08,2024-08-31,12.9,16.8
